"SALES_ID";"SALES_DATE";"SALES_TIME";"CUSTOMER_ID";"PRODUCT_ID";"QUANTITY";"DISCOUNT_PERCENTAGE";"DISCOUNT_AMOUNT";"PRICE"
S_338195006;"2020-01-14";"12:32:21";C_000016141;P_0067;"1";"0.00";"0.00";"1099.00"
S_485097857;"2020-06-23";"10:07:00";C_000001986;P_0067;"1";"0.00";"0.00";"1099.00"
S_009382098;"2022-08-26";"06:46:14";C_000010449;P_0067;"1";"0.00";"0.00";"1099.00"
S_233959397;"2021-05-13";"08:35:10";C_000011557;P_0067;"1";"0.00";"0.00";"1099.00"
S_162416117;"2022-12-20";"23:31:56";C_000036486;P_0067;"1";"0.00";"0.00";"1099.00"
S_126160067;"2022-08-15";"01:17:19";C_000021645;P_0067;"1";"0.00";"0.00";"1099.00"
S_343727446;"2020-03-15";"02:02:27";C_000000572;P_0067;"1";"0.00";"0.00";"1099.00"
S_758157829;"2020-02-11";"08:58:31";C_000000154;P_0067;"1";"0.00";"0.00";"1099.00"
S_611839998;"2020-05-21";"14:40:32";C_000001205;P_0067;"1";"0.00";"0.00";"1099.00"
S_828158929;"2020-03-07";"18:37:22";C_000000431;P_0067;"1";"0.00";"0.00";"1099.00"
S_992333970;"2022-11-11";"16:19:47";C_000002968;P_0067;"1";"0.00";"0.00";"1099.00"
S_427564870;"2022-12-15";"13:01:15";C_000001884;P_0067;"1";"0.00";"0.00";"1099.00"
S_355420701;"2021-07-16";"07:01:47";C_000001728;P_0067;"1";"0.00";"0.00";"1099.00"
S_771749410;"2020-05-07";"19:40:28";C_000015356;P_0067;"1";"0.00";"0.00";"1099.00"
S_170141965;"2022-10-09";"13:38:41";C_000006096;P_0067;"1";"0.00";"0.00";"1099.00"
S_430815810;"2022-09-25";"01:35:08";C_000021115;P_0067;"1";"0.00";"0.00";"1099.00"
S_093679625;"2020-01-12";"05:47:40";C_000044888;P_0067;"1";"0.00";"0.00";"1099.00"
S_492557980;"2020-10-19";"00:11:09";C_000011006;P_0067;"1";"0.00";"0.00";"1099.00"
S_297006791;"2022-06-13";"19:59:05";C_000000491;P_0067;"1";"0.00";"0.00";"1099.00"
S_308115630;"2020-02-25";"06:37:36";C_000001816;P_0067;"1";"0.00";"0.00";"1099.00"
S_801269061;"2020-03-06";"03:32:05";C_000000402;P_0067;"1";"0.00";"0.00";"1099.00"
S_237331865;"2020-09-28";"15:35:49";C_000000787;P_0067;"1";"0.00";"0.00";"1099.00"
S_943665886;"2022-02-02";"12:26:28";C_000004839;P_0067;"1";"0.00";"0.00";"1099.00"
S_383998870;"2020-01-12";"11:37:11";C_000000025;P_0067;"1";"0.00";"0.00";"1099.00"
S_504709722;"2022-07-13";"11:38:05";C_000000030;P_0067;"1";"0.00";"0.00";"1099.00"
S_463868658;"2021-03-19";"13:42:04";C_000000387;P_0067;"1";"0.00";"0.00";"1099.00"
S_781556807;"2021-08-03";"06:40:58";C_000000491;P_0067;"1";"0.00";"0.00";"1099.00"
S_922050004;"2020-10-30";"05:34:18";C_000000943;P_0067;"1";"0.00";"0.00";"1099.00"
S_517660740;"2020-01-03";"11:07:35";C_000000360;P_0067;"1";"0.00";"0.00";"1099.00"
S_902801841;"2020-06-11";"01:59:35";C_000036486;P_0067;"1";"0.00";"0.00";"1099.00"
S_167410341;"2020-03-12";"04:30:45";C_000001197;P_0067;"1";"0.00";"0.00";"1099.00"
S_243375712;"2022-12-20";"03:56:40";C_000005499;P_0067;"1";"0.00";"0.00";"1099.00"
S_291363076;"2021-03-01";"17:54:16";C_000000139;P_0067;"1";"0.00";"0.00";"1099.00"
S_014411260;"2021-12-09";"13:25:25";C_000010685;P_0067;"1";"0.00";"0.00";"1099.00"
S_477583292;"2021-04-09";"06:23:48";C_000007111;P_0067;"1";"0.00";"0.00";"1099.00"
S_945348724;"2022-10-15";"11:31:35";C_000000902;P_0067;"1";"0.00";"0.00";"1099.00"
S_832174805;"2022-09-25";"01:59:58";C_000000476;P_0067;"1";"0.00";"0.00";"1099.00"
S_465260907;"2021-10-30";"07:24:03";C_000000017;P_0067;"1";"0.00";"0.00";"1099.00"
S_127998349;"2021-10-29";"02:56:32";C_000006875;P_0067;"1";"0.00";"0.00";"1099.00"
S_634888575;"2022-02-14";"07:10:01";C_000004121;P_0067;"1";"0.00";"0.00";"1099.00"
S_636528738;"2022-08-22";"17:12:12";C_000001627;P_0067;"1";"0.00";"0.00";"1099.00"
S_988031122;"2020-10-02";"14:17:46";C_000003746;P_0067;"1";"0.00";"0.00";"1099.00"
S_044606911;"2020-08-30";"09:47:50";C_000000066;P_0067;"1";"0.00";"0.00";"1099.00"
S_705648642;"2021-02-05";"14:57:53";C_000000020;P_0067;"1";"0.00";"0.00";"1099.00"
S_997426895;"2022-05-20";"06:44:22";C_000002106;P_0067;"1";"0.00";"0.00";"1099.00"
S_426951347;"2021-02-08";"17:45:20";C_000001149;P_0067;"1";"0.00";"0.00";"1099.00"
S_372630718;"2020-10-10";"02:32:22";C_000010609;P_0067;"1";"0.00";"0.00";"1099.00"
S_019174212;"2021-09-04";"01:27:36";C_000001208;P_0067;"1";"0.00";"0.00";"1099.00"
S_712204462;"2022-06-20";"05:37:22";C_000002470;P_0067;"1";"0.00";"0.00";"1099.00"
S_445813278;"2022-07-24";"12:13:55";C_000000020;P_0067;"1";"0.00";"0.00";"1099.00"
S_932380012;"2022-10-01";"12:33:48";C_000004298;P_0067;"1";"0.00";"0.00";"1099.00"
S_493187343;"2021-12-10";"06:34:55";C_000002432;P_0067;"1";"0.00";"0.00";"1099.00"
S_862818075;"2020-04-11";"19:10:43";C_000020226;P_0067;"1";"0.00";"0.00";"1099.00"
S_792957632;"2022-07-30";"03:05:15";C_000000446;P_0067;"1";"0.00";"0.00";"1099.00"
S_768999842;"2021-03-05";"19:10:22";C_000001445;P_0067;"1";"0.00";"0.00";"1099.00"
S_748706593;"2022-06-14";"23:36:59";C_000005922;P_0067;"1";"0.00";"0.00";"1099.00"
S_555304012;"2020-03-29";"02:49:20";C_000000159;P_0067;"1";"0.00";"0.00";"1099.00"
S_765578839;"2020-10-08";"17:52:17";C_000002083;P_0067;"1";"0.00";"0.00";"1099.00"
S_176857172;"2020-03-21";"08:11:09";C_000001745;P_0067;"1";"0.00";"0.00";"1099.00"
S_409582888;"2022-12-06";"09:08:37";C_000001128;P_0067;"1";"0.00";"0.00";"1099.00"
S_201111339;"2022-07-16";"18:19:32";C_000000326;P_0067;"1";"0.00";"0.00";"1099.00"
S_728238946;"2022-06-21";"23:40:23";C_000001466;P_0067;"1";"0.00";"0.00";"1099.00"
S_421683039;"2020-03-09";"04:45:09";C_000000198;P_0067;"1";"0.00";"0.00";"1099.00"
S_461941128;"2021-01-30";"12:32:59";C_000001083;P_0067;"1";"0.00";"0.00";"1099.00"
S_375232986;"2022-08-14";"05:41:37";C_000004555;P_0067;"1";"0.00";"0.00";"1099.00"
S_669195414;"2022-03-14";"21:31:04";C_000006589;P_0067;"1";"0.00";"0.00";"1099.00"
S_339582511;"2022-12-19";"22:47:05";C_000036486;P_0067;"1";"0.00";"0.00";"1099.00"
S_460532362;"2021-01-27";"14:23:09";C_000001582;P_0067;"1";"0.00";"0.00";"1099.00"
S_756204922;"2022-04-22";"07:30:10";C_000000562;P_0067;"1";"0.00";"0.00";"1099.00"
S_966641437;"2022-04-01";"03:52:55";C_000003982;P_0067;"1";"0.00";"0.00";"1099.00"
S_838177504;"2022-01-01";"14:53:21";C_000000088;P_0067;"1";"0.00";"0.00";"1099.00"
S_349243626;"2021-01-07";"15:42:37";C_000002106;P_0067;"1";"0.00";"0.00";"1099.00"
S_457125835;"2022-10-07";"00:48:55";C_000000688;P_0067;"1";"0.00";"0.00";"1099.00"
S_828433877;"2020-12-30";"22:19:51";C_000001094;P_0067;"1";"0.00";"0.00";"1099.00"
S_607306837;"2020-12-04";"03:47:02";C_000000736;P_0067;"1";"0.00";"0.00";"1099.00"
S_081553250;"2021-12-21";"21:46:10";C_000000176;P_0067;"1";"0.00";"0.00";"1099.00"
S_975528756;"2022-04-01";"02:03:27";C_000001275;P_0067;"1";"0.00";"0.00";"1099.00"
S_630462866;"2020-03-21";"04:01:11";C_000011557;P_0067;"1";"0.00";"0.00";"1099.00"
S_420630929;"2020-10-30";"17:35:10";C_000006589;P_0067;"1";"0.00";"0.00";"1099.00"
S_478789602;"2021-12-17";"11:05:20";C_000000637;P_0067;"1";"0.00";"0.00";"1099.00"
S_666697336;"2020-06-11";"10:27:09";C_000003982;P_0067;"1";"0.00";"0.00";"1099.00"
S_052244548;"2022-09-10";"01:03:48";C_000028440;P_0067;"1";"0.00";"0.00";"1099.00"
S_909647578;"2021-10-18";"07:14:01";C_000008962;P_0067;"1";"0.00";"0.00";"1099.00"
S_934152272;"2021-05-24";"10:28:45";C_000005769;P_0067;"1";"0.00";"0.00";"1099.00"
S_670349488;"2021-04-28";"11:48:35";C_000001523;P_0067;"1";"0.00";"0.00";"1099.00"
S_661556997;"2020-01-21";"17:54:23";C_000001034;P_0067;"1";"0.00";"0.00";"1099.00"
S_455201771;"2020-02-19";"21:10:49";C_000003484;P_0067;"1";"0.00";"0.00";"1099.00"
S_597746137;"2022-05-31";"22:26:06";C_000000943;P_0067;"1";"0.00";"0.00";"1099.00"
S_216090352;"2022-09-11";"06:52:05";C_000020065;P_0067;"1";"0.00";"0.00";"1099.00"
S_501104455;"2022-06-11";"22:05:20";C_000005699;P_0067;"1";"0.00";"0.00";"1099.00"
S_808615549;"2022-01-17";"08:23:56";C_000000258;P_0067;"1";"0.00";"0.00";"1099.00"
S_194873455;"2022-03-19";"21:47:13";C_000029183;P_0067;"1";"0.00";"0.00";"1099.00"
S_525884463;"2022-11-28";"21:00:47";C_000027265;P_0067;"1";"0.00";"0.00";"1099.00"
S_879780377;"2022-08-21";"07:48:18";C_000001405;P_0067;"1";"0.00";"0.00";"1099.00"
S_114411766;"2022-04-25";"05:52:51";C_000001275;P_0067;"1";"0.00";"0.00";"1099.00"
S_213505954;"2020-06-09";"04:33:31";C_000005113;P_0067;"1";"0.00";"0.00";"1099.00"
S_433585264;"2021-10-14";"09:32:42";C_000000030;P_0067;"1";"0.00";"0.00";"1099.00"
S_697287980;"2022-05-14";"07:03:31";C_000001073;P_0067;"1";"0.00";"0.00";"1099.00"
S_955478741;"2022-09-30";"06:58:13";C_000000387;P_0067;"1";"0.00";"0.00";"1099.00"
S_217528523;"2020-12-16";"14:00:28";C_000005769;P_0067;"1";"0.00";"0.00";"1099.00"
S_955151291;"2020-04-29";"23:34:38";C_000001836;P_0067;"1";"0.00";"0.00";"1099.00"
S_491527917;"2021-08-20";"11:43:53";C_000015191;P_0067;"1";"0.00";"0.00";"1099.00"
S_566691403;"2022-04-14";"12:38:13";C_000029153;P_0067;"1";"0.00";"0.00";"1099.00"
S_007699159;"2021-12-10";"20:50:10";C_000000088;P_0067;"1";"0.00";"0.00";"1099.00"
S_844866592;"2021-09-01";"20:06:28";C_000000164;P_0067;"1";"0.00";"0.00";"1099.00"
S_181965256;"2021-12-08";"00:04:02";C_000001128;P_0067;"1";"0.00";"0.00";"1099.00"
S_537403500;"2020-01-06";"21:26:14";C_000000163;P_0067;"1";"0.00";"0.00";"1099.00"
S_035914700;"2021-12-01";"07:33:48";C_000000853;P_0067;"1";"0.00";"0.00";"1099.00"
S_142753341;"2022-07-17";"03:35:19";C_000000648;P_0067;"1";"0.00";"0.00";"1099.00"
S_331811525;"2022-08-17";"21:51:46";C_000005699;P_0067;"1";"0.00";"0.00";"1099.00"
S_218393277;"2020-03-09";"16:02:11";C_000000400;P_0067;"1";"0.00";"0.00";"1099.00"
S_060059182;"2020-05-08";"14:23:03";C_000000303;P_0067;"1";"0.00";"0.00";"1099.00"
S_197365080;"2020-01-12";"03:49:18";C_000001197;P_0067;"1";"0.00";"0.00";"1099.00"
S_285103610;"2020-09-17";"23:25:57";C_000000094;P_0067;"1";"0.00";"0.00";"1099.00"
S_401109729;"2022-11-27";"11:41:47";C_000004298;P_0067;"1";"0.00";"0.00";"1099.00"
S_741804958;"2022-01-02";"09:15:00";C_000000198;P_0067;"1";"0.00";"0.00";"1099.00"
S_810656691;"2020-08-18";"16:47:52";C_000005617;P_0067;"1";"0.00";"0.00";"1099.00"
S_098943169;"2020-04-04";"19:35:23";C_000000261;P_0067;"1";"0.00";"0.00";"1099.00"
S_906980479;"2022-07-26";"14:41:41";C_000001074;P_0067;"1";"0.00";"0.00";"1099.00"
S_798997998;"2021-04-19";"20:31:55";C_000002514;P_0067;"1";"0.00";"0.00";"1099.00"
S_411897375;"2022-02-05";"04:53:23";C_000000305;P_0067;"1";"0.00";"0.00";"1099.00"
S_198116759;"2020-11-19";"23:37:14";C_000000707;P_0067;"1";"0.00";"0.00";"1099.00"
S_308824342;"2020-10-12";"03:46:04";C_000003494;P_0067;"1";"0.00";"0.00";"1099.00"
S_082982727;"2021-12-24";"17:36:37";C_000001581;P_0067;"1";"0.00";"0.00";"1099.00"
S_003594141;"2021-06-25";"21:13:07";C_000016141;P_0067;"1";"0.00";"0.00";"1099.00"
S_428178052;"2021-10-01";"04:28:36";C_000000925;P_0067;"1";"0.00";"0.00";"1099.00"
S_734398014;"2020-05-19";"14:09:30";C_000000787;P_0067;"1";"0.00";"0.00";"1099.00"
S_053672262;"2022-06-11";"00:33:23";C_000016141;P_0067;"1";"0.00";"0.00";"1099.00"
S_547554842;"2020-01-23";"16:18:16";C_000000612;P_0067;"1";"0.00";"0.00";"1099.00"
S_622306913;"2021-02-18";"00:54:49";C_000003746;P_0067;"1";"0.00";"0.00";"1099.00"
S_291979605;"2020-06-11";"14:28:42";C_000001986;P_0067;"1";"0.00";"0.00";"1099.00"
S_236610704;"2021-04-23";"08:11:40";C_000001745;P_0067;"1";"0.00";"0.00";"1099.00"
S_627599317;"2022-07-17";"14:00:53";C_000006390;P_0067;"1";"0.00";"0.00";"1099.00"
S_887110742;"2022-03-04";"10:47:08";C_000000521;P_0067;"1";"0.00";"0.00";"1099.00"
S_083643985;"2021-09-27";"03:04:03";C_000000902;P_0067;"1";"0.00";"0.00";"1099.00"
S_523706251;"2022-06-23";"17:08:09";C_000000431;P_0067;"1";"0.00";"0.00";"1099.00"
S_548166047;"2021-07-28";"04:34:23";C_000008962;P_0067;"1";"0.00";"0.00";"1099.00"
S_327103755;"2021-11-17";"22:11:35";C_000005909;P_0067;"1";"0.00";"0.00";"1099.00"
S_580196439;"2021-12-27";"08:26:13";C_000001930;P_0067;"1";"0.00";"0.00";"1099.00"
S_718848870;"2021-08-30";"16:09:29";C_000005719;P_0067;"1";"0.00";"0.00";"1099.00"
S_505437914;"2022-12-25";"12:40:28";C_000002660;P_0067;"1";"0.00";"0.00";"1099.00"
S_382049921;"2022-10-19";"02:43:34";C_000010603;P_0067;"1";"0.00";"0.00";"1099.00"
S_484882566;"2022-04-20";"22:39:35";C_000031975;P_0067;"1";"0.00";"0.00";"1099.00"
S_408843183;"2020-10-23";"01:55:49";C_000000240;P_0067;"1";"0.00";"0.00";"1099.00"
S_911209204;"2022-12-10";"07:36:10";C_000000728;P_0067;"1";"0.00";"0.00";"1099.00"
S_985851639;"2020-02-19";"11:10:29";C_000000204;P_0067;"1";"0.00";"0.00";"1099.00"
S_174903080;"2022-03-30";"18:53:26";C_000003171;P_0067;"1";"0.00";"0.00";"1099.00"
S_563694594;"2020-04-22";"20:48:20";C_000000908;P_0067;"1";"0.00";"0.00";"1099.00"
S_790317895;"2021-04-22";"18:37:41";C_000001629;P_0067;"1";"0.00";"0.00";"1099.00"
S_574120041;"2021-01-17";"23:36:43";C_000003818;P_0067;"1";"0.00";"0.00";"1099.00"
S_935422479;"2022-05-04";"14:45:15";C_000006390;P_0067;"1";"0.00";"0.00";"1099.00"
S_525117651;"2022-11-12";"15:59:06";C_000000374;P_0067;"1";"0.00";"0.00";"1099.00"
S_985253450;"2020-07-05";"16:42:49";C_000000627;P_0067;"1";"0.00";"0.00";"1099.00"
S_834038287;"2022-08-03";"14:21:21";C_000000453;P_0067;"1";"0.00";"0.00";"1099.00"
S_404899396;"2022-09-13";"17:33:26";C_000002083;P_0067;"1";"0.00";"0.00";"1099.00"
S_585336857;"2022-05-22";"13:57:21";C_000001073;P_0067;"1";"0.00";"0.00";"1099.00"
S_608154031;"2020-08-11";"16:02:41";C_000004916;P_0067;"1";"0.00";"0.00";"1099.00"
S_496672189;"2022-08-05";"08:41:41";C_000001581;P_0067;"1";"0.00";"0.00";"1099.00"
S_405518220;"2022-04-24";"11:00:27";C_000000902;P_0067;"1";"0.00";"0.00";"1099.00"
S_087044597;"2022-03-11";"16:42:25";C_000001884;P_0067;"1";"0.00";"0.00";"1099.00"
S_208644403;"2021-06-04";"17:56:31";C_000023796;P_0067;"1";"0.00";"0.00";"1099.00"
S_918289670;"2022-04-14";"10:29:18";C_000001149;P_0067;"1";"0.00";"0.00";"1099.00"
S_408967230;"2020-10-09";"18:56:54";C_000000410;P_0067;"1";"0.00";"0.00";"1099.00"
S_979826593;"2020-08-18";"01:13:46";C_000000523;P_0067;"1";"0.00";"0.00";"1099.00"
S_896238480;"2020-12-26";"06:52:54";C_000001034;P_0067;"1";"0.00";"0.00";"1099.00"
S_251653689;"2021-09-23";"14:55:32";C_000002768;P_0067;"1";"0.00";"0.00";"1099.00"
S_539435612;"2020-04-16";"07:03:14";C_000001152;P_0067;"1";"0.00";"0.00";"1099.00"
S_270434822;"2020-06-24";"09:52:34";C_000000707;P_0067;"1";"0.00";"0.00";"1099.00"
S_114192659;"2020-08-01";"00:16:57";C_000000048;P_0067;"1";"0.00";"0.00";"1099.00"
S_413747505;"2020-01-08";"13:59:47";C_000000318;P_0067;"1";"0.00";"0.00";"1099.00"
S_303958609;"2021-02-28";"00:55:00";C_000001005;P_0067;"1";"0.00";"0.00";"1099.00"
S_470257180;"2022-05-10";"15:48:28";C_000005499;P_0067;"1";"0.00";"0.00";"1099.00"
S_200349382;"2020-03-13";"22:22:33";C_000005719;P_0067;"1";"0.00";"0.00";"1099.00"
S_144689471;"2020-12-01";"15:52:59";C_000000282;P_0067;"1";"0.00";"0.00";"1099.00"
S_675388496;"2022-01-14";"14:38:55";C_000006197;P_0067;"1";"0.00";"0.00";"1099.00"
S_472818313;"2021-03-29";"12:48:33";C_000000787;P_0067;"1";"0.00";"0.00";"1099.00"
S_902577386;"2020-12-10";"06:03:01";C_000000464;P_0067;"1";"0.00";"0.00";"1099.00"
S_491260654;"2021-12-06";"17:02:11";C_000000282;P_0067;"1";"0.00";"0.00";"1099.00"
S_926629751;"2021-01-13";"12:03:13";C_000010588;P_0067;"1";"0.00";"0.00";"1099.00"
S_754853100;"2021-07-18";"18:03:13";C_000028440;P_0067;"1";"0.00";"0.00";"1099.00"
S_114369804;"2022-03-28";"17:10:57";C_000005769;P_0067;"1";"0.00";"0.00";"1099.00"
S_529891337;"2021-02-26";"06:00:48";C_000000176;P_0067;"1";"0.00";"0.00";"1099.00"
S_701708619;"2020-07-13";"12:09:57";C_000012499;P_0067;"1";"0.00";"0.00";"1099.00"
S_932731063;"2022-08-02";"08:39:56";C_000000322;P_0067;"1";"0.00";"0.00";"1099.00"
S_702941206;"2022-01-10";"02:00:17";C_000000984;P_0067;"1";"0.00";"0.00";"1099.00"
S_291965035;"2021-05-02";"22:30:37";C_000001388;P_0067;"1";"0.00";"0.00";"1099.00"
S_360184053;"2021-05-03";"00:10:36";C_000000547;P_0067;"1";"0.00";"0.00";"1099.00"
S_967179272;"2022-02-18";"01:05:13";C_000001107;P_0067;"1";"0.00";"0.00";"1099.00"
S_319674563;"2020-01-13";"08:43:56";C_000001094;P_0067;"1";"0.00";"0.00";"1099.00"
S_219385949;"2022-12-10";"08:04:37";C_000020226;P_0067;"1";"0.00";"0.00";"1099.00"
S_830822220;"2021-11-10";"03:42:49";C_000000356;P_0067;"1";"0.00";"0.00";"1099.00"
S_997300920;"2022-02-21";"10:51:22";C_000003484;P_0067;"1";"0.00";"0.00";"1099.00"
S_154644484;"2022-07-14";"17:55:40";C_000002470;P_0067;"1";"0.00";"0.00";"1099.00"
S_980479215;"2022-02-20";"16:31:33";C_000001986;P_0067;"1";"0.00";"0.00";"1099.00"
S_020612935;"2020-01-09";"07:00:15";C_000001508;P_0067;"1";"0.00";"0.00";"1099.00"
S_682986554;"2021-05-02";"23:57:47";C_000011843;P_0067;"1";"0.00";"0.00";"1099.00"
S_888420890;"2022-11-24";"02:46:44";C_000007132;P_0067;"1";"0.00";"0.00";"1099.00"
S_936450582;"2021-03-22";"03:31:47";C_000000945;P_0067;"1";"0.00";"0.00";"1099.00"
S_563461196;"2022-07-05";"03:47:17";C_000001375;P_0067;"1";"0.00";"0.00";"1099.00"
S_991048906;"2022-10-08";"13:00:28";C_000007364;P_0067;"1";"0.00";"0.00";"1099.00"
S_367090504;"2022-06-25";"00:16:37";C_000001286;P_0067;"1";"0.00";"0.00";"1099.00"
S_845453098;"2022-08-08";"09:33:05";C_000000439;P_0067;"1";"0.00";"0.00";"1099.00"
S_669630313;"2022-03-06";"00:24:37";C_000001581;P_0067;"1";"0.00";"0.00";"1099.00"
S_803540063;"2022-01-18";"07:11:43";C_000000187;P_0067;"1";"0.00";"0.00";"1099.00"
S_080658430;"2021-05-23";"12:46:39";C_000001259;P_0067;"1";"0.00";"0.00";"1099.00"
S_573435599;"2020-12-06";"19:46:46";C_000003746;P_0067;"1";"0.00";"0.00";"1099.00"
S_480358724;"2021-03-10";"05:52:26";C_000000718;P_0067;"1";"0.00";"0.00";"1099.00"
S_234659279;"2020-09-18";"20:28:48";C_000001743;P_0067;"1";"0.00";"0.00";"1099.00"
S_141943230;"2022-03-24";"04:44:45";C_000000258;P_0067;"1";"0.00";"0.00";"1099.00"
S_580505190;"2021-09-13";"02:19:02";C_000000945;P_0067;"1";"0.00";"0.00";"1099.00"
S_125640448;"2022-05-16";"15:20:58";C_000023400;P_0067;"1";"0.00";"0.00";"1099.00"
S_755327595;"2021-04-04";"04:21:56";C_000000962;P_0067;"1";"0.00";"0.00";"1099.00"
S_776078652;"2020-04-12";"11:00:29";C_000000326;P_0067;"1";"0.00";"0.00";"1099.00"
S_129730141;"2020-08-12";"06:58:41";C_000000318;P_0067;"1";"0.00";"0.00";"1099.00"
S_895989811;"2020-12-22";"20:29:00";C_000001405;P_0067;"1";"0.00";"0.00";"1099.00"
S_242229395;"2021-12-20";"00:56:43";C_000002805;P_0067;"1";"0.00";"0.00";"1099.00"
S_944717232;"2021-05-04";"08:38:55";C_000001074;P_0067;"1";"0.00";"0.00";"1099.00"
S_459705953;"2021-05-26";"14:19:36";C_000011131;P_0067;"1";"0.00";"0.00";"1099.00"
S_969762929;"2021-04-13";"18:28:35";C_000001582;P_0067;"1";"0.00";"0.00";"1099.00"
S_987402639;"2022-09-28";"00:58:19";C_000027265;P_0067;"1";"0.00";"0.00";"1099.00"
S_129419378;"2020-08-11";"06:58:27";C_000000374;P_0067;"1";"0.00";"0.00";"1099.00"
S_325124169;"2020-03-17";"00:20:28";C_000003484;P_0067;"1";"0.00";"0.00";"1099.00"
S_263424467;"2022-04-16";"20:41:03";C_000027265;P_0067;"1";"0.00";"0.00";"1099.00"
S_862195848;"2020-03-03";"11:38:08";C_000005617;P_0067;"1";"0.00";"0.00";"1099.00"
S_298129914;"2020-02-02";"13:50:00";C_000008779;P_0067;"1";"0.00";"0.00";"1099.00"
S_371384280;"2020-04-10";"05:44:09";C_000002805;P_0067;"1";"0.00";"0.00";"1099.00"
S_595652374;"2022-03-18";"15:54:43";C_000000248;P_0067;"1";"0.00";"0.00";"1099.00"
S_339698042;"2021-09-11";"14:02:26";C_000002495;P_0067;"1";"0.00";"0.00";"1099.00"
S_724193870;"2021-09-09";"15:13:20";C_000000664;P_0067;"1";"0.00";"0.00";"1099.00"
S_418219758;"2022-08-30";"01:08:45";C_000000017;P_0067;"1";"0.00";"0.00";"1099.00"
S_017652140;"2020-04-05";"22:57:46";C_000000743;P_0067;"1";"0.00";"0.00";"1099.00"
S_568049126;"2020-11-25";"14:50:05";C_000001208;P_0067;"1";"0.00";"0.00";"1099.00"
S_158382393;"2020-10-31";"13:11:12";C_000000572;P_0067;"1";"0.00";"0.00";"1099.00"
S_147919001;"2020-08-06";"13:31:17";C_000000154;P_0067;"1";"0.00";"0.00";"1099.00"
S_619256491;"2020-05-23";"08:05:57";C_000038441;P_0067;"1";"0.00";"0.00";"1099.00"
S_470191272;"2021-10-23";"14:11:00";C_000000282;P_0067;"1";"0.00";"0.00";"1099.00"
S_775859592;"2021-07-23";"21:34:09";C_000001571;P_0067;"1";"0.00";"0.00";"1099.00"
S_941345684;"2022-02-04";"04:15:28";C_000004298;P_0067;"1";"0.00";"0.00";"1099.00"
S_100014811;"2022-06-13";"21:10:53";C_000001128;P_0067;"1";"0.00";"0.00";"1099.00"
S_229507259;"2021-08-21";"05:02:21";C_000000400;P_0067;"1";"0.00";"0.00";"1099.00"
S_963019928;"2022-10-22";"15:58:20";C_000001709;P_0067;"1";"0.00";"0.00";"1099.00"
S_674457383;"2022-03-14";"21:23:57";C_000001034;P_0067;"1";"0.00";"0.00";"1099.00"
S_919466556;"2021-09-17";"12:24:37";C_000001128;P_0067;"1";"0.00";"0.00";"1099.00"
S_807295203;"2022-11-04";"15:25:56";C_000000034;P_0067;"1";"0.00";"0.00";"1099.00"
S_966393067;"2022-04-13";"07:39:49";C_000001314;P_0067;"1";"0.00";"0.00";"1099.00"
S_364608656;"2020-01-28";"00:23:34";C_000001916;P_0067;"1";"0.00";"0.00";"1099.00"
S_135768389;"2022-01-11";"09:00:06";C_000003494;P_0067;"1";"0.00";"0.00";"1099.00"
S_940275690;"2020-02-23";"22:56:29";C_000002168;P_0067;"1";"0.00";"0.00";"1099.00"
S_633681706;"2021-05-08";"03:34:51";C_000010449;P_0067;"1";"0.00";"0.00";"1099.00"
S_660140521;"2021-12-06";"00:36:33";C_000001916;P_0067;"1";"0.00";"0.00";"1099.00"
S_824916042;"2021-07-27";"23:22:04";C_000000787;P_0067;"1";"0.00";"0.00";"1099.00"
S_573726250;"2021-01-08";"08:35:19";C_000001986;P_0067;"1";"0.00";"0.00";"1099.00"
S_353641381;"2021-11-14";"02:49:33";C_000015223;P_0067;"1";"0.00";"0.00";"1099.00"
S_269881455;"2021-05-06";"08:32:09";C_000027265;P_0067;"1";"0.00";"0.00";"1099.00"
S_818538354;"2021-12-30";"01:56:19";C_000000017;P_0067;"1";"0.00";"0.00";"1099.00"
S_884788238;"2021-11-03";"21:04:25";C_000001630;P_0067;"1";"0.00";"0.00";"1099.00"
S_162294021;"2020-04-14";"11:20:10";C_000010609;P_0067;"1";"0.00";"0.00";"1099.00"
S_169409454;"2021-09-10";"20:22:54";C_000000176;P_0067;"1";"0.00";"0.00";"1099.00"
S_389110834;"2022-04-23";"19:21:05";C_000015223;P_0067;"1";"0.00";"0.00";"1099.00"
S_925364113;"2020-10-03";"15:54:01";C_000001552;P_0067;"1";"0.00";"0.00";"1099.00"
S_758203139;"2020-09-03";"06:52:22";C_000000048;P_0067;"1";"0.00";"0.00";"1099.00"
S_313587076;"2020-06-27";"22:45:38";C_000000025;P_0067;"1";"0.00";"0.00";"1099.00"
S_385700705;"2020-06-23";"10:18:58";C_000003171;P_0067;"1";"0.00";"0.00";"1099.00"
S_098926824;"2020-11-22";"02:12:50";C_000003236;P_0067;"1";"0.00";"0.00";"1099.00"
S_183254338;"2022-08-12";"21:16:08";C_000001817;P_0067;"1";"0.00";"0.00";"1099.00"
S_762748925;"2021-12-18";"03:21:30";C_000005769;P_0067;"1";"0.00";"0.00";"1099.00"
S_894889242;"2020-08-06";"13:42:50";C_000001514;P_0067;"1";"0.00";"0.00";"1099.00"
